Age,Gender,StudyHrs,Learning_Style,Courses_Comp,Discuss_Part,AssignRate,Exam_Score(%),AttendRate,TechUse,StressLevel,SocMediaHrs,SleepHrs,Equiv_Grade,College,Degree_Program
24.0,Female,49.0,Visual,3.0,1,50.0,74.75565612703211,78.0,Yes,2,6,7,64.85339367621927,Business and Finance,Marketing
24.0,Female,29.0,Auditory,7.0,0,95.0,43.84190606378037,56.0,No,7,3,4,64.30514363826822,Business and Finance,Accountancy
29.0,Female,14.0,Reading/Writing,2.0,1,60.0,46.79749267265432,86.0,No,9,2,8,52.07849560359259,Business and Finance,Marketing
25.0,Female,45.0,Auditory,0.0,1,68.0,72.4491272956226,89.0,Yes,6,3,7,70.66947637737357,Business and Finance,Accountancy
27.0,Male,19.0,Reading/Writing,14.0,0,62.0,35.788002450212254,54.0,No,4,5,5,46.27280147012735,Engineering,Electrical
19.0,Male,33.0,Visual,15.0,1,95.0,67.2,51.0,Yes,1,1,5,78.32,Business and Finance,Accountancy
24.0,Male,33.0,Auditory,15.0,0,64.0,47.63097064122183,52.0,No,2,1,5,54.1785823847331,Engineering,Mechanical
24.0,Other,44.0,Kinesthetic,17.0,1,64.0,72.8887798524571,75.0,Yes,3,5,6,69.33326791147427,Business and Finance,Marketing
27.0,Male,37.0,Auditory,8.0,0,52.0,60.23930382805545,86.0,Yes,3,8,5,56.94358229683327,Engineering,Mechanical
19.0,Male,26.0,Reading/Writing,0.0,1,86.0,64.88235719803929,82.0,Yes,5,3,6,73.32941431882357,Business and Finance,Marketing
19.0,Female,39.0,Auditory,15.0,1,99.0,59.2,65.0,Yes,10,1,6,75.12,Business and Finance,Business Administration
27.0,Male,35.0,Visual,4.0,1,97.0,68.5076714762902,86.0,No,8,6,5,79.90460288577412,Business and Finance,Finance
23.0,Male,22.0,Visual,0.0,1,83.0,51.36697306938711,51.0,Yes,4,3,6,64.02018384163227,Health Sciences,Medical Technology
18.0,Male,23.0,Kinesthetic,9.0,0,70.0,61.8,90.0,No,1,4,6,65.08,Engineering,Electrical
26.0,Male,17.0,Auditory,9.0,1,92.0,50.92674591290189,59.0,Yes,5,5,5,67.35604754774114,Business and Finance,Finance
29.0,Female,46.0,Kinesthetic,8.0,0,92.0,60.0,85.0,Yes,10,5,6,72.80000000000001,Engineering,Computer
26.0,Female,43.0,Auditory,9.0,1,93.0,73.31495149917676,77.0,Yes,5,4,7,81.18897089950605,Business and Finance,Business Administration
28.0,Male,48.0,Reading/Writing,10.0,1,61.0,69.00997547565214,69.0,Yes,4,4,7,65.80598528539129,Health Sciences,Nursing
27.0,Male,48.0,Reading/Writing,19.0,0,77.0,69.8101079944268,90.0,No,5,8,5,72.68606479665608,Business and Finance,Business Administration
19.0,Male,10.0,Kinesthetic,8.0,0,96.0,53.60000000000001,76.0,Yes,1,0,7,70.56,Business and Finance,Business Administration
18.0,Male,23.0,Visual,8.0,0,56.0,47.08245267854755,89.0,Yes,6,6,7,50.64947160712853,Health Sciences,Physical Therapy
27.0,Male,17.0,Auditory,1.0,1,79.0,60.8,67.0,Yes,1,5,4,68.08000000000001,Business and Finance,Marketing
27.0,Female,42.0,Visual,0.0,0,51.0,49.146968953033245,50.0,Yes,3,3,10,49.88818137181995,Engineering,Computer
24.0,Male,40.0,Kinesthetic,8.0,0,52.0,60.16528365806706,72.0,Yes,1,5,6,56.89917019484024,Business and Finance,Accountancy
28.0,Other,28.0,Visual,11.0,0,50.0,54.51761349555572,91.0,Yes,4,5,6,52.71056809733343,Business and Finance,Accountancy
21.0,Male,42.0,Kinesthetic,3.0,1,92.0,83.2,79.0,No,1,4,7,86.72,Engineering,Electrical
25.0,Male,37.0,Kinesthetic,15.0,1,74.0,69.29796891783346,84.0,Yes,5,3,8,71.17878135070008,Engineering,Mechanical
19.0,Female,32.0,Visual,0.0,1,95.0,66.19978960749768,64.0,No,3,6,5,77.7198737644986,Engineering,Electrical
28.0,Male,41.0,Visual,9.0,1,71.0,54.8,65.0,Yes,10,4,6,61.28,Engineering,Mechanical
28.0,Female,14.0,Reading/Writing,8.0,1,51.0,53.8,68.0,No,1,4,6,52.68000000000001,Health Sciences,Pharmacy
23.0,Male,39.0,Visual,10.0,0,83.0,56.8,92.0,No,10,0,7,67.28,Health Sciences,Medical Technology
25.0,Male,28.0,Reading/Writing,7.0,1,80.0,64.88298725719916,82.0,Yes,5,1,6,70.92979235431949,Engineering,Computer
25.0,Male,12.0,Reading/Writing,5.0,0,55.0,50.64854804684518,99.0,Yes,3,3,7,52.389128828107104,Business and Finance,Accountancy
21.0,Male,14.0,Visual,14.0,1,52.0,37.39691790166147,63.0,Yes,8,0,6,43.23815074099688,Business and Finance,Business Administration
20.0,Female,9.0,Kinesthetic,10.0,1,73.0,53.868039680887534,98.0,Yes,7,5,5,61.52082380853252,Health Sciences,Physical Therapy
29.0,Female,39.0,Reading/Writing,13.0,0,98.0,58.31853734833431,88.0,Yes,9,3,6,74.19112240900058,Health Sciences,Nursing
25.0,Male,20.0,Reading/Writing,2.0,1,55.0,53.0,100.0,Yes,10,2,6,53.8,Business and Finance,Accountancy
22.0,Male,25.0,Auditory,4.0,0,53.0,46.38941958810491,88.0,Yes,7,1,8,49.03365175286295,Health Sciences,Physical Therapy
25.0,Male,32.0,Kinesthetic,17.0,1,86.0,75.75510633960063,87.0,Yes,2,6,6,79.85306380376038,Engineering,Computer
27.0,Male,10.0,Visual,10.0,0,75.0,25.19896923524103,54.0,No,8,3,5,45.11938154114462,Health Sciences,Pharmacy
27.0,Female,32.0,Auditory,9.0,1,91.0,61.82352458459556,63.0,No,5,6,6,73.49411475075733,Business and Finance,Marketing
19.0,Female,48.0,Visual,0.0,1,82.0,72.70955507375263,51.0,Yes,1,6,7,76.42573304425159,Business and Finance,Accountancy
23.0,Male,21.0,Kinesthetic,9.0,1,68.0,49.39524376239823,70.0,Yes,7,2,5,56.83714625743894,Engineering,Mechanical
26.0,Male,40.0,Visual,0.0,0,51.0,56.46225570411899,70.0,Yes,2,2,8,54.27735342247139,Engineering,Aerospace
28.0,Female,15.0,Kinesthetic,14.0,1,73.0,49.26490003769206,72.0,No,6,7,7,58.75894002261524,Engineering,Electrical
22.0,Male,7.0,Visual,3.0,1,96.0,43.69993012751013,65.0,Yes,7,4,9,64.61995807650608,Business and Finance,Accountancy
24.0,Male,32.0,Kinesthetic,8.0,1,64.0,64.39999999999999,61.0,Yes,1,2,6,64.24,Engineering,Computer
26.0,Female,5.0,Kinesthetic,15.0,1,53.0,35.412183123047804,63.0,Yes,6,6,6,42.44730987382869,Engineering,Computer
29.0,Other,29.0,Kinesthetic,11.0,1,93.0,63.27502101856545,61.0,Yes,3,5,6,75.16501261113928,Business and Finance,Business Administration
27.0,Other,40.0,Kinesthetic,5.0,1,98.0,69.81490664278925,79.0,Yes,7,3,7,81.08894398567355,Health Sciences,Nursing
20.0,Female,35.0,Kinesthetic,14.0,1,89.0,71.835352537013,72.0,Yes,2,6,5,78.7012115222078,Health Sciences,Medical Technology
27.0,Female,15.0,Visual,11.0,0,70.0,46.55352748862421,92.0,Yes,6,2,7,55.932116493174526,Engineering,Computer
27.0,Male,21.0,Visual,7.0,0,80.0,44.50504129263462,69.0,No,5,1,7,58.70302477558077,Engineering,Aerospace
18.0,Male,41.0,Kinesthetic,10.0,1,58.0,57.73751067668647,52.0,Yes,4,4,6,57.842506406011886,Health Sciences,Medical Technology
23.0,Male,38.0,Auditory,6.0,1,64.0,56.29347215097283,60.0,Yes,6,3,6,59.3760832905837,Engineering,Electrical
23.0,Female,45.0,Auditory,8.0,0,74.0,68.79480654176051,94.0,Yes,5,4,5,70.8768839250563,Business and Finance,Accountancy
24.0,Male,18.0,Reading/Writing,7.0,1,51.0,65.66119665393735,92.0,Yes,1,5,6,59.79671799236242,Engineering,Electrical
18.0,Female,7.0,Visual,18.0,1,77.0,44.280501126582585,61.0,No,4,4,5,57.36830067594956,Business and Finance,Finance
29.0,Female,43.0,Reading/Writing,7.0,1,84.0,66.6159331947484,69.0,No,6,6,8,73.56955991684904,Engineering,Mechanical
18.0,Female,39.0,Kinesthetic,16.0,1,80.0,69.72995669167148,65.0,Yes,2,5,6,73.83797401500289,Engineering,Civil
23.0,Female,36.0,Visual,17.0,0,63.0,46.82440403124552,52.0,No,4,3,4,53.29464241874732,Engineering,Mechanical
24.0,Female,40.0,Kinesthetic,5.0,0,80.0,61.22489731749396,79.0,No,5,5,5,68.73493839049638,Business and Finance,Accountancy
23.0,Female,12.0,Visual,6.0,1,69.0,51.041353736626434,86.0,Yes,7,5,4,58.22481224197586,Business and Finance,Finance
27.0,Male,33.0,Visual,15.0,1,98.0,78.05399583491555,80.0,No,1,1,6,86.03239750094934,Business and Finance,Accountancy
29.0,Male,14.0,Auditory,16.0,0,94.0,41.39136094705506,59.0,Yes,4,5,7,62.43481656823304,Engineering,Aerospace
25.0,Female,49.0,Visual,5.0,0,88.0,72.4571250066342,74.0,Yes,2,3,8,78.67427500398051,Business and Finance,Business Administration
18.0,Male,31.0,Auditory,4.0,0,66.0,52.85660633923288,86.0,Yes,6,0,4,58.113963803539725,Engineering,Electrical
25.0,Female,9.0,Visual,2.0,1,95.0,65.27497507351664,94.0,No,3,7,4,77.16498504410998,Business and Finance,Marketing
25.0,Female,27.0,Reading/Writing,3.0,1,59.0,68.84239574532116,97.0,No,3,5,5,64.9054374471927,Business and Finance,Accountancy
27.0,Male,46.0,Kinesthetic,13.0,0,83.0,64.2,100.0,No,10,5,6,71.72,Engineering,Electrical
19.0,Female,34.0,Kinesthetic,1.0,0,57.0,38.938473910463735,53.0,Yes,7,4,5,46.16308434627824,Business and Finance,Finance
26.0,Female,40.0,Kinesthetic,17.0,0,63.0,74.2,99.0,Yes,1,5,6,69.72,Engineering,Aerospace
24.0,Female,47.0,Kinesthetic,0.0,0,71.0,63.48768373086746,86.0,Yes,6,5,5,66.49261023852047,Business and Finance,Marketing
18.0,Male,16.0,Visual,19.0,0,73.0,47.457912389670646,98.0,No,7,1,5,57.6747474338024,Health Sciences,Pharmacy
21.0,Female,30.0,Visual,11.0,1,79.0,62.2,51.0,Yes,1,2,6,68.92,Engineering,Electrical
22.0,Female,46.0,Reading/Writing,15.0,1,92.0,76.88040806311555,60.0,No,1,0,7,82.92824483786933,Health Sciences,Medical Technology
18.0,Female,45.0,Reading/Writing,15.0,0,94.0,73.44174529977137,98.0,No,5,3,10,81.66504717986282,Engineering,Mechanical
18.0,Male,25.0,Kinesthetic,7.0,0,81.0,44.77234314892025,70.0,Yes,7,2,9,59.26340588935214,Health Sciences,Pharmacy
21.0,Female,6.0,Kinesthetic,0.0,0,90.0,35.74740771411943,84.0,No,9,5,6,57.44844462847166,Health Sciences,Physical Therapy
25.0,Male,17.0,Auditory,2.0,1,54.0,57.502249913523855,84.0,Yes,3,2,6,56.10134994811431,Business and Finance,Business Administration
21.0,Female,15.0,Visual,4.0,1,97.0,68.40055055141201,81.0,Yes,1,0,6,79.84033033084721,Engineering,Mechanical
24.0,Male,49.0,Visual,8.0,1,83.0,69.367734517202,66.0,Yes,6,8,4,74.8206407103212,Engineering,Mechanical
29.0,Female,44.0,Kinesthetic,17.0,1,79.0,67.44964127922387,82.0,Yes,8,3,7,72.06978476753432,Engineering,Electrical
21.0,Male,31.0,Visual,19.0,0,61.0,66.8,95.0,Yes,1,4,4,64.48,Health Sciences,Nursing
19.0,Male,17.0,Kinesthetic,18.0,0,78.0,33.102207789779165,61.0,Yes,8,6,4,51.0613246738675,Business and Finance,Accountancy
26.0,Female,17.0,Visual,5.0,0,60.0,30.200000000000003,70.0,Yes,10,4,4,42.120000000000005,Health Sciences,Pharmacy
25.0,Male,13.0,Reading/Writing,15.0,0,66.0,33.532627742798226,69.0,No,7,8,4,46.51957664567894,Business and Finance,Marketing
27.0,Male,48.0,Auditory,5.0,1,75.0,71.75973310630457,55.0,Yes,2,1,6,73.05583986378274,Health Sciences,Pharmacy
22.0,Male,39.0,Visual,2.0,0,92.0,46.546125083570175,57.0,Yes,9,5,4,64.72767505014211,Health Sciences,Pharmacy
19.0,Female,7.0,Kinesthetic,5.0,1,82.0,45.26680399978231,52.0,Yes,3,4,6,59.96008239986939,Engineering,Mechanical
19.0,Male,25.0,Reading/Writing,17.0,0,71.0,39.7946227342611,74.0,No,9,3,7,52.276773640556655,Health Sciences,Nursing
20.0,Female,6.0,Visual,5.0,1,65.0,37.02404115681428,51.0,No,4,2,7,48.21442469408856,Health Sciences,Pharmacy
20.0,Male,22.0,Visual,20.0,0,80.0,47.20392138463736,54.0,Yes,1,0,6,60.32235283078241,Health Sciences,Medical Technology
19.0,Female,47.0,Visual,20.0,1,83.0,81.6,72.0,Yes,1,4,5,82.16,Health Sciences,Pharmacy
29.0,Male,13.0,Visual,12.0,0,57.0,32.121032429747004,71.0,Yes,7,4,6,42.072619457848205,Health Sciences,Medical Technology
24.0,Male,41.0,Reading/Writing,6.0,1,74.0,69.02486273269608,87.0,Yes,7,2,6,71.01491763961765,Health Sciences,Nursing
18.0,Female,15.0,Visual,18.0,0,63.0,44.710104356363374,95.0,No,7,2,8,52.02606261381803,Business and Finance,Accountancy
29.0,Male,5.0,Kinesthetic,9.0,1,59.0,45.37732498032267,58.0,Yes,1,4,8,50.8263949881936,Business and Finance,Finance
29.0,Female,27.0,Visual,18.0,0,93.0,46.19398912010672,64.0,Yes,7,4,5,64.91639347206403,Engineering,Civil
22.0,Female,42.0,Kinesthetic,14.0,0,70.0,53.37776535734239,51.0,Yes,3,7,4,60.02665921440544,Engineering,Mechanical
27.0,Male,23.0,Reading/Writing,12.0,1,92.0,46.67179728978668,60.0,No,9,2,7,64.80307837387201,Business and Finance,Marketing
26.0,Male,8.0,Kinesthetic,18.0,1,75.0,46.91066372171004,76.0,Yes,6,5,6,58.14639823302602,Health Sciences,Pharmacy
24.0,Male,30.0,Reading/Writing,6.0,1,84.0,73.25400556284266,89.0,Yes,3,3,5,77.5524033377056,Business and Finance,Business Administration
25.0,Male,20.0,Kinesthetic,0.0,0,53.0,44.0,58.0,Yes,1,4,5,47.6,Engineering,Electrical
25.0,Male,6.0,Visual,1.0,1,60.0,44.8,53.0,Yes,1,3,4,50.88,Health Sciences,Pharmacy
29.0,Male,22.0,Reading/Writing,14.0,0,73.0,33.96039914675663,54.0,Yes,7,8,6,49.57623948805398,Engineering,Aerospace
25.0,Male,10.0,Visual,0.0,1,82.0,57.80594367858619,83.0,Yes,3,4,7,67.48356620715171,Health Sciences,Physical Therapy
27.0,Female,45.0,Kinesthetic,18.0,1,88.0,75.79143180744387,71.0,Yes,3,2,7,80.67485908446633,Engineering,Mechanical
20.0,Male,46.0,Kinesthetic,0.0,0,71.0,67.8,70.0,Yes,1,9,4,69.08,Business and Finance,Business Administration
23.0,Female,44.0,Auditory,3.0,0,91.0,62.75577145379976,81.0,No,7,3,7,74.05346287227985,Health Sciences,Medical Technology
24.0,Male,6.0,Auditory,9.0,1,87.0,31.8,52.0,Yes,10,0,5,53.88,Health Sciences,Pharmacy
27.0,Female,18.0,Visual,17.0,1,71.0,69.0,90.0,Yes,1,0,4,69.8,Health Sciences,Medical Technology
23.0,Female,45.0,Reading/Writing,4.0,1,64.0,53.0,58.0,Yes,10,0,8,57.4,Business and Finance,Marketing
24.0,Female,18.0,Visual,13.0,1,96.0,59.89014079500197,88.0,No,7,5,8,74.33408447700118,Engineering,Civil
19.0,Female,21.0,Kinesthetic,3.0,0,51.0,44.98879140127796,74.0,Yes,3,4,5,47.39327484076678,Engineering,Computer
19.0,Male,13.0,Visual,15.0,1,91.0,52.564643774560686,69.0,Yes,5,4,7,67.93878626473641,Engineering,Mechanical
21.0,Male,40.0,Auditory,4.0,1,67.0,78.6,83.0,No,1,2,8,73.96,Engineering,Civil
26.0,Female,16.0,Kinesthetic,16.0,1,61.0,52.536369520704426,82.0,Yes,6,2,6,55.921821712422656,Business and Finance,Finance
27.0,Male,31.0,Auditory,9.0,0,58.0,49.30185765299696,68.0,Yes,4,3,5,52.78111459179817,Engineering,Civil
25.0,Female,29.0,Kinesthetic,5.0,1,64.0,60.07498396201494,62.0,No,2,5,6,61.64499037720896,Business and Finance,Finance
19.0,Male,35.0,Visual,20.0,0,60.0,54.6,59.0,Yes,1,2,9,56.76,Business and Finance,Accountancy
27.0,Female,32.0,Visual,7.0,0,71.0,50.420027667598816,66.0,Yes,4,2,5,58.65201660055929,Engineering,Mechanical
24.0,Female,25.0,Visual,17.0,0,88.0,51.164682926896695,84.0,Yes,7,0,7,65.89880975613802,Business and Finance,Accountancy
19.0,Female,28.0,Kinesthetic,17.0,1,73.0,46.12368811063948,55.0,No,8,4,7,56.87421286638369,Business and Finance,Accountancy
27.0,Female,44.0,Visual,18.0,1,73.0,65.15984327641831,70.0,No,6,2,8,68.29590596585099,Engineering,Electrical
22.0,Female,32.0,Kinesthetic,5.0,0,75.0,60.9181555896877,73.0,Yes,1,4,6,66.55089335381263,Health Sciences,Pharmacy
27.0,Male,48.0,Reading/Writing,18.0,0,61.0,57.00459825921867,80.0,Yes,7,3,7,58.6027589555312,Business and Finance,Finance
22.0,Male,19.0,Auditory,10.0,0,62.0,46.88188437460214,92.0,Yes,6,5,4,52.929130624761285,Business and Finance,Business Administration
26.0,Female,35.0,Visual,12.0,0,92.0,53.5786470420997,61.0,Yes,5,3,6,68.94718822525982,Health Sciences,Medical Technology
20.0,Male,28.0,Auditory,17.0,0,81.0,55.06471701030247,72.0,No,3,2,7,65.43883020618148,Engineering,Computer
24.0,Other,9.0,Auditory,10.0,1,54.0,49.400322970348,93.0,No,6,5,6,51.2401937822088,Health Sciences,Nursing
20.0,Male,6.0,Auditory,1.0,1,70.0,51.54796742823134,92.0,No,6,2,8,58.9287804569388,Health Sciences,Pharmacy
22.0,Other,46.0,Auditory,10.0,1,51.0,74.94834346528847,85.0,Yes,3,5,4,65.36900607917309,Business and Finance,Finance
21.0,Male,33.0,Kinesthetic,19.0,1,81.0,78.74095650015258,87.0,No,1,2,8,79.64457390009154,Health Sciences,Nursing
24.0,Male,18.0,Reading/Writing,4.0,0,65.0,49.799173417950286,91.0,Yes,5,4,4,55.879504050770166,Engineering,Mechanical
27.0,Female,49.0,Kinesthetic,3.0,1,93.0,86.00000000000001,75.0,No,1,4,5,88.80000000000001,Business and Finance,Marketing
20.0,Female,10.0,Kinesthetic,13.0,1,71.0,39.10501833140512,65.0,Yes,8,4,7,51.86301099884307,Health Sciences,Nursing
20.0,Male,17.0,Kinesthetic,4.0,1,77.0,72.8,98.0,Yes,1,5,5,74.48,Health Sciences,Pharmacy
26.0,Male,13.0,Visual,16.0,1,99.0,60.39179537074861,73.0,Yes,3,3,6,75.83507722244917,Health Sciences,Pharmacy
22.0,Male,14.0,Visual,18.0,0,63.0,33.20116477437031,54.0,No,5,5,4,45.12069886462218,Business and Finance,Accountancy
29.0,Male,34.0,Auditory,8.0,1,95.0,73.79418126734414,70.0,No,1,5,6,82.27650876040649,Business and Finance,Business Administration
23.0,Female,38.0,Visual,12.0,0,52.0,52.45147019418246,74.0,No,5,1,7,52.27088211650948,Health Sciences,Medical Technology
23.0,Female,41.0,Auditory,8.0,1,75.0,52.400000000000006,57.0,Yes,10,3,7,61.44,Health Sciences,Nursing
23.0,Male,31.0,Kinesthetic,11.0,1,57.0,60.21811588956295,91.0,Yes,8,3,8,58.93086953373778,Health Sciences,Nursing
28.0,Female,21.0,Visual,2.0,0,72.0,60.22458557929331,92.0,Yes,1,3,7,64.93475134757598,Business and Finance,Finance
27.0,Female,33.0,Visual,15.0,1,63.0,55.62283788781406,52.0,Yes,3,3,6,58.57370273268844,Health Sciences,Pharmacy
21.0,Male,11.0,Visual,14.0,1,53.0,36.479891646609815,64.0,Yes,8,2,8,43.087934987965895,Engineering,Electrical
18.0,Female,15.0,Reading/Writing,9.0,1,60.0,31.0,50.0,Yes,10,4,6,42.6,Health Sciences,Pharmacy
20.0,Female,32.0,Reading/Writing,11.0,0,62.0,50.53516120340319,88.0,Yes,8,3,6,55.12109672204191,Business and Finance,Business Administration
22.0,Male,8.0,Visual,4.0,0,84.0,51.38846689147967,92.0,Yes,3,1,7,64.4330801348878,Engineering,Electrical
28.0,Male,5.0,Reading/Writing,7.0,1,67.0,33.02289348411789,64.0,No,9,5,8,46.61373609047073,Health Sciences,Pharmacy
19.0,Female,43.0,Kinesthetic,4.0,0,82.0,61.20441341981251,94.0,Yes,9,3,7,69.5226480518875,Engineering,Civil
19.0,Male,48.0,Reading/Writing,12.0,1,54.0,72.8738521196997,73.0,Yes,2,1,6,65.32431127181982,Business and Finance,Business Administration
29.0,Male,18.0,Kinesthetic,16.0,1,56.0,42.37774419627362,60.0,No,6,3,7,47.826646517764175,Health Sciences,Pharmacy
25.0,Female,39.0,Auditory,10.0,1,56.0,75.56577224166539,90.0,Yes,2,5,7,67.73946334499924,Health Sciences,Physical Therapy
29.0,Male,15.0,Visual,5.0,1,85.0,48.781246674690806,81.0,No,9,2,8,63.26874800481448,Health Sciences,Medical Technology
19.0,Other,47.0,Auditory,15.0,1,84.0,81.39999999999999,71.0,No,1,4,4,82.44,Business and Finance,Marketing
20.0,Female,46.0,Kinesthetic,13.0,1,88.0,84.0,77.0,Yes,1,6,10,85.6,Engineering,Computer
28.0,Female,19.0,Auditory,17.0,0,67.0,46.7989119296597,71.0,Yes,3,4,7,54.87934715779582,Health Sciences,Nursing
22.0,Male,24.0,Kinesthetic,10.0,0,79.0,34.60000000000001,61.0,No,10,4,8,52.36000000000001,Health Sciences,Physical Therapy
19.0,Female,11.0,Visual,15.0,0,80.0,31.298237271699872,62.0,Yes,8,0,8,50.77894236301992,Health Sciences,Nursing
29.0,Male,49.0,Visual,17.0,0,54.0,75.0,92.0,No,1,4,7,66.6,Business and Finance,Accountancy
25.0,Female,39.0,Kinesthetic,1.0,1,89.0,65.9118062385117,70.0,Yes,6,1,8,75.14708374310702,Health Sciences,Nursing
22.0,Female,40.0,Reading/Writing,2.0,0,75.0,42.6,59.0,Yes,10,1,9,55.56,Business and Finance,Marketing
29.0,Female,39.0,Reading/Writing,20.0,0,69.0,71.35475936257521,99.0,No,2,3,5,70.41285561754512,Business and Finance,Business Administration
19.0,Female,5.0,Kinesthetic,17.0,1,80.0,39.98237776271432,52.0,Yes,4,0,7,55.98942665762859,Business and Finance,Marketing
26.0,Female,22.0,Reading/Writing,18.0,0,61.0,41.97297045928149,63.0,No,4,6,4,49.58378227556889,Health Sciences,Pharmacy
26.0,Male,49.0,Kinesthetic,17.0,1,100.0,66.71093850839338,54.0,Yes,7,2,6,80.02656310503602,Business and Finance,Accountancy
28.0,Female,32.0,Kinesthetic,14.0,0,84.0,45.83582933517712,55.0,No,6,3,6,61.101497601106274,Health Sciences,Medical Technology
18.0,Male,10.0,Kinesthetic,0.0,1,52.0,45.4854759928847,64.0,Yes,3,6,5,48.09128559573082,Engineering,Civil
28.0,Male,37.0,Reading/Writing,3.0,0,72.0,62.84612779163372,99.0,No,6,1,6,66.50767667498023,Engineering,Civil
21.0,Male,44.0,Reading/Writing,17.0,0,56.0,63.14280246359692,91.0,Yes,5,3,7,60.28568147815815,Engineering,Electrical
19.0,Male,5.0,Visual,17.0,0,92.0,49.8,76.0,Yes,1,2,10,66.68,Health Sciences,Pharmacy
19.0,Female,49.0,Visual,11.0,0,68.0,74.33545461046057,99.0,Yes,4,1,6,71.80127276627636,Business and Finance,Finance
22.0,Male,49.0,Auditory,19.0,1,85.0,73.15693028854133,65.0,No,4,3,6,77.8941581731248,Health Sciences,Nursing
29.0,Male,5.0,Auditory,17.0,0,98.0,42.73005036506463,88.0,Yes,7,2,5,64.83803021903879,Health Sciences,Pharmacy
28.0,Female,25.0,Visual,5.0,0,67.0,54.1632015862365,95.0,Yes,6,4,7,59.2979209517419,Engineering,Aerospace
23.0,Male,10.0,Kinesthetic,4.0,0,93.0,44.81634751931681,70.0,Yes,3,7,6,64.08980851159009,Engineering,Aerospace
20.0,Male,28.0,Kinesthetic,9.0,1,72.0,68.30305079493463,96.0,Yes,5,7,5,69.78183047696078,Engineering,Electrical
24.0,Female,40.0,Visual,1.0,1,88.0,61.81708354939906,70.0,Yes,8,2,4,72.29025012963945,Health Sciences,Medical Technology
21.0,Other,34.0,Reading/Writing,20.0,1,57.0,68.32799650423432,83.0,Yes,3,4,5,63.79679790254059,Engineering,Mechanical
25.0,Male,42.0,Visual,0.0,1,54.0,64.63932624825851,67.0,No,4,3,6,60.38359574895511,Engineering,Civil
22.0,Male,31.0,Auditory,10.0,1,91.0,69.8736831714479,84.0,Yes,5,3,6,78.32420990286873,Business and Finance,Accountancy
27.0,Female,41.0,Kinesthetic,3.0,1,94.0,69.7902725181621,58.0,Yes,3,2,8,79.47416351089726,Business and Finance,Marketing
18.0,Female,39.0,Kinesthetic,12.0,1,100.0,61.63870415033149,63.0,Yes,8,4,7,76.9832224901989,Engineering,Mechanical
27.0,Female,11.0,Reading/Writing,17.0,0,56.0,23.3,57.0,Yes,10,3,9,36.38,Engineering,Mechanical
18.0,Male,47.0,Kinesthetic,14.0,0,79.0,67.24893519643975,77.0,Yes,3,2,7,71.94936111786384,Health Sciences,Nursing
25.0,Female,48.0,Auditory,10.0,1,92.0,70.4,83.0,Yes,10,4,8,79.04,Engineering,Computer
28.0,Female,17.0,Reading/Writing,18.0,0,71.0,41.76580578507821,90.0,No,9,3,6,53.45948347104693,Health Sciences,Physical Therapy
26.0,Male,38.0,Kinesthetic,19.0,1,85.0,54.22282171911976,58.0,Yes,9,5,5,66.53369303147186,Health Sciences,Medical Technology
25.0,Female,32.0,Visual,13.0,0,97.0,51.634422115353,52.0,No,3,2,6,69.7806532692118,Engineering,Electrical
19.0,Male,40.0,Visual,6.0,1,66.0,78.4,83.0,No,1,4,5,73.44,Engineering,Computer
26.0,Male,36.0,Auditory,16.0,1,69.0,60.65058822355621,55.0,Yes,3,2,6,63.990352934133725,Health Sciences,Pharmacy
29.0,Male,18.0,Reading/Writing,12.0,1,53.0,40.6,73.0,No,10,4,5,45.56,Business and Finance,Accountancy
29.0,Female,17.0,Kinesthetic,9.0,1,57.0,64.8,88.0,Yes,1,6,7,61.67999999999999,Business and Finance,Finance
18.0,Male,20.0,Reading/Writing,3.0,1,74.0,69.42084723879879,97.0,No,3,4,9,71.25250834327927,Engineering,Computer
19.0,Female,28.0,Auditory,7.0,0,73.0,60.38781221647208,91.0,Yes,3,2,6,65.43268732988325,Engineering,Mechanical
25.0,Male,17.0,Visual,13.0,1,88.0,64.3006369359035,73.0,Yes,1,2,7,73.7803821615421,Health Sciences,Medical Technology
26.0,Male,6.0,Auditory,5.0,1,56.0,40.97618510373276,81.0,No,8,2,8,46.98571106223966,Business and Finance,Marketing
28.0,Male,34.0,Reading/Writing,6.0,1,63.0,59.09264340747904,63.0,No,4,5,6,60.65558604448742,Health Sciences,Physical Therapy
21.0,Male,45.0,Auditory,14.0,1,99.0,79.86579721052372,75.0,Yes,3,5,5,87.51947832631424,Business and Finance,Marketing
21.0,Female,35.0,Reading/Writing,9.0,1,70.0,63.858783978046745,65.0,Yes,3,3,6,66.31527038682805,Health Sciences,Nursing
22.0,Female,44.0,Reading/Writing,5.0,0,56.0,68.0,81.0,No,1,1,7,63.2,Business and Finance,Accountancy
28.0,Male,24.0,Reading/Writing,9.0,1,61.0,58.37005014852635,69.0,No,2,5,6,59.42203008911581,Business and Finance,Finance
22.0,Female,40.0,Visual,18.0,1,61.0,68.62388610773094,92.0,Yes,7,3,8,65.57433166463856,Health Sciences,Medical Technology
21.0,Female,14.0,Kinesthetic,20.0,0,64.0,26.236153550429396,52.0,Yes,8,6,6,41.341692130257634,Engineering,Aerospace
